Subgenus,Species,Accession.,Tissue.edit,Metric,mean,n,sd
Grammica,C_compacta,1566,sdlg,X1.qP,0.9467157665,8,0.5721142023334076
Grammica,C_compacta,1566,y,Fo,0.0381375,8,0.01035014665182507
Grammica,C_compacta,1566,y,Fm,0.0848,8,0.027089586823827977
Grammica,C_compacta,1566,y,Ft,0.0473,8,0.011990234121388717
Grammica,C_compacta,1566,y,Fo.,0.03296179125,8,0.008951768713153807
Grammica,C_compacta,1566,y,Fv.Fm,0.53980482125,8,0.04572603602947287
Grammica,C_compacta,1566,y,φPSII,0.23110582575,8,0.09601676872313523
Grammica,C_compacta,1566,y,ΦNPQ,0.193395780875,8,0.13844866909779005
Grammica,C_compacta,1566,y,Φf.D,0.576683227375,8,0.08528692008570701
Grammica,C_compacta,1566,y,NPQ,0.361466081125,8,0.27532890827337925
Grammica,C_compacta,1566,y,X1.qP,0.51484853475,8,0.20875330547738782
Grammica,C_compacta,1566,o,Fo,0.02807142857142857,7,0.014492378949608226
Grammica,C_compacta,1566,o,Fm,0.05204285714285714,7,0.03869025963309358
Grammica,C_compacta,1566,o,Ft,0.032285714285714286,7,0.019407767222723707
Grammica,C_compacta,1566,o,Fo.,0.024412352285714287,7,0.012806567854997317
Grammica,C_compacta,1566,o,Fv.Fm,0.43193847916666667,6,0.0937533398853546
Grammica,C_compacta,1566,o,φPSII,0.1702626062857143,7,0.09726938110978285
Grammica,C_compacta,1566,o,ΦNPQ,0.13799143657142857,7,0.09339674076310615
Grammica,C_compacta,1566,o,Φf.D,0.6403702833333333,6,0.0726976160458642
Grammica,C_compacta,1566,o,NPQ,0.22477531671428572,7,0.16467793804630837
Grammica,C_compacta,1566,o,X1.qP,0.48544841666666666,6,0.06639855839312679
Grammica,C_compacta,1566,h,Fo,0.08452,5,0.058013636328022054
Grammica,C_compacta,1566,h,Fm,0.20598,5,0.17772255624990319
Grammica,C_compacta,1566,h,Ft,0.08372,5,0.05826741799668147
Grammica,C_compacta,1566,h,Fo.,0.058665624799999996,5,0.03778184448332828
Grammica,C_compacta,1566,h,Fv.Fm,0.6247467325,4,0.05093930254850997
Grammica,C_compacta,1566,h,φPSII,0.090313805,6,0.07405004038943379
Grammica,C_compacta,1566,h,ΦNPQ,0.3213881688333333,6,0.2499406408659934
Grammica,C_compacta,1566,h,Φf.D,0.38244703950000003,4,0.044832005047823656
Grammica,C_compacta,1566,h,NPQ,0.8514698015,6,0.6765356389974684
Grammica,C_compacta,1566,h,X1.qP,0.6691064443333333,3,0.06827651616790846
Grammica,C_compacta,1566,f,Fo,0.01997777777777778,9,0.005971971570967536
Grammica,C_compacta,1566,f,Fm,0.03383333333333333,9,0.015688769868922165
Grammica,C_compacta,1566,f,Ft,0.024055555555555556,9,0.008860743635710142
Grammica,C_compacta,1566,f,Fo.,0.01624564211111111,9,0.005136951723160353
Grammica,C_compacta,1566,f,Fv.Fm,0.466706255,5,0.059762688892259545
Grammica,C_compacta,1566,f,φPSII,0.02073924822222222,9,0.027952972567153796
Grammica,C_compacta,1566,f,ΦNPQ,0.14348169033333333,9,0.14794728674298924
Grammica,C_compacta,1566,f,Φf.D,0.7044023106,5,0.09590298270079166
Grammica,C_compacta,1566,f,NPQ,0.21524454366666668,9,0.24517973546923852
Grammica,C_compacta,1566,f,X1.qP,0.9055747694,5,0.06722658876704932
Grammica,C_compacta,1566,s,Fo,0.10456666666666667,3,0.012633421283774765
Grammica,C_compacta,1566,s,Fm,0.2838,1,NA
Grammica,C_compacta,1566,s,Ft,0.1309,1,NA
Grammica,C_compacta,1566,s,Fo.,0.082676798,2,0.01061536842767136
Grammica,C_compacta,1566,s,Fv.Fm,0.5495745683333333,3,0.03471681370186171
Grammica,C_compacta,1566,s,φPSII,0.15522975125,4,0.024961525069509966
Grammica,C_compacta,1566,s,ΦNPQ,0.30571697400000003,4,0.0892736019932876
Grammica,C_compacta,1566,s,Φf.D,0.53905327475,4,0.1022368506124217
Grammica,C_compacta,1566,s,NPQ,0.6005184715,4,0.23561787569684134
Grammica,C_compacta,1566,s,X1.qP,0.5851789495,4,0.0725758988533079
Grammica,C_costaricensis,CUCO,sdlg,Fo,0.0735,1,NA
Grammica,C_costaricensis,CUCO,sdlg,Fm,0.2686,1,NA
Grammica,C_costaricensis,CUCO,sdlg,Ft,0.0691,1,NA
Grammica,C_costaricensis,CUCO,sdlg,Fo.,0.050041424,1,NA
Grammica,C_costaricensis,CUCO,sdlg,Fv.Fm,0.726358898,1,NA
Grammica,C_costaricensis,CUCO,sdlg,φPSII,0.302020202,1,NA
Grammica,C_costaricensis,CUCO,sdlg,ΦNPQ,0.440719932,1,NA
Grammica,C_costaricensis,CUCO,sdlg,Φf.D,0.257259866,1,NA
Grammica,C_costaricensis,CUCO,sdlg,NPQ,1.713131313,1,NA
Grammica,C_costaricensis,CUCO,sdlg,X1.qP,0.389279622,1,NA
Grammica,C_costaricensis,CUCO,y,Fo,0.016535714285714286,14,0.008685939756327431
Grammica,C_costaricensis,CUCO,y,Fm,0.037578571428571426,14,0.02462075980116806
Grammica,C_costaricensis,CUCO,y,Ft,0.015764285714285713,14,0.008991500870938507
Grammica,C_costaricensis,CUCO,y,Fo.,0.013108439214285714,14,0.007338118219441435
Grammica,C_costaricensis,CUCO,y,Fv.Fm,0.4998154247857143,14,0.10776209424605568
Grammica,C_costaricensis,CUCO,y,φPSII,0.308470655,14,0.12693897850353114
Grammica,C_costaricensis,CUCO,y,ΦNPQ,0.14420823946153846,13,0.1004242857171809
Grammica,C_costaricensis,CUCO,y,Φf.D,0.49197213342857143,14,0.18870999794997648
Grammica,C_costaricensis,CUCO,y,NPQ,0.35270950315384614,13,0.34256727220202393
Grammica,C_costaricensis,CUCO,y,X1.qP,0.29949714671428573,14,0.25565377235773634
Grammica,C_costaricensis,CUCO,o,Fo,0.012675,12,0.008168912801813737
Grammica,C_costaricensis,CUCO,o,Fm,0.028316666666666664,12,0.024385943541807897
Grammica,C_costaricensis,CUCO,o,Ft,0.01455,12,0.009806166890835025
Grammica,C_costaricensis,CUCO,o,Fo.,0.011175504916666667,12,0.006794124525857999
Grammica,C_costaricensis,CUCO,o,Fv.Fm,0.4829974463333333,12,0.10411727530365536
Grammica,C_costaricensis,CUCO,o,φPSII,0.2879816229166667,12,0.06994123779621925
Grammica,C_costaricensis,CUCO,o,ΦNPQ,0.12834082975,12,0.05878419206075773
Grammica,C_costaricensis,CUCO,o,Φf.D,0.5836775475,12,0.10294938017608743
Grammica,C_costaricensis,CUCO,o,NPQ,0.24002224608333333,12,0.1428515286430796
Grammica,C_costaricensis,CUCO,o,X1.qP,0.3381899885,12,0.07258420721608098
Grammica,C_costaricensis,CUCO,h,Fo,0.08209999999999999,12,0.019854836827698823
Grammica,C_costaricensis,CUCO,h,Fm,0.21835000000000002,12,0.05864620424824844
Grammica,C_costaricensis,CUCO,h,Ft,0.08991666666666667,12,0.022004331529510413
Grammica,C_costaricensis,CUCO,h,Fo.,0.06346175925,12,0.014570115264522005
Grammica,C_costaricensis,CUCO,h,Fv.Fm,0.6182836285833333,12,0.04131358791878789
Grammica,C_costaricensis,CUCO,h,φPSII,0.2711908010833333,12,0.060693764312182756
Grammica,C_costaricensis,CUCO,h,ΦNPQ,0.30925088275,12,0.04449565885946296
Grammica,C_costaricensis,CUCO,h,Φf.D,0.41955831633333335,12,0.06861511108576147
Grammica,C_costaricensis,CUCO,h,NPQ,0.76616208725,12,0.2162912197683594
Grammica,C_costaricensis,CUCO,h,X1.qP,0.4322757858333333,12,0.13758848624090128
Grammica,C_denticulata,ss13-46,sdlg,Fo,0.02859333333333333,15,0.005680853389949016
Grammica,C_denticulata,ss13-46,sdlg,Fm,0.11226666666666667,15,0.030580962020434185
Grammica,C_denticulata,ss13-46,sdlg,Ft,0.035153333333333335,15,0.008310051286300968
Grammica,C_denticulata,ss13-46,sdlg,Fo.,0.023456418133333334,15,0.004407614022208385
Grammica,C_denticulata,ss13-46,sdlg,Fv.Fm,0.7276193153333333,15,0.09855309239295122
Grammica,C_denticulata,ss13-46,sdlg,φPSII,0.2498645725,4,0.1915078989352115
Grammica,C_denticulata,ss13-46,sdlg,ΦNPQ,0.2279158923,10,0.09521937979757002
Grammica,C_denticulata,ss13-46,sdlg,Φf.D,0.3211311302666667,15,0.06497516550324363
Grammica,C_denticulata,ss13-46,sdlg,NPQ,0.7572289651333334,15,0.38580573069612223
Grammica,C_denticulata,ss13-46,sdlg,X1.qP,0.356015733,15,0.26216864906508053
Grammica,C_denticulata,ss13-46,y,Fo,0.029738888888888888,18,0.015560853556238256
Grammica,C_denticulata,ss13-46,y,Fm,0.0798,18,0.04727428103164366
Grammica,C_denticulata,ss13-46,y,Ft,0.034694444444444444,18,0.01987305217158097
Grammica,C_denticulata,ss13-46,y,Fo.,0.02623235261111111,18,0.013530973826318798
Grammica,C_denticulata,ss13-46,y,Fv.Fm,0.5832458045,18,0.10897912225547841
Grammica,C_denticulata,ss13-46,y,φPSII,0.3920842203888889,18,0.09734755725953102
Grammica,C_denticulata,ss13-46,y,ΦNPQ,0.14217027177777777,18,0.06927393686619372
Grammica,C_denticulata,ss13-46,y,Φf.D,0.4657455077777778,18,0.09844612148982618
Grammica,C_denticulata,ss13-46,y,NPQ,0.33153742305555556,18,0.21365506912675739
Grammica,C_denticulata,ss13-46,y,X1.qP,0.24613860938888887,18,0.08128847280491908
Grammica,C_denticulata,ss13-46,o,Fo,0.017706666666666666,15,0.01126292696458269
Grammica,C_denticulata,ss13-46,o,Fm,0.05654666666666667,15,0.04497745255230934
Grammica,C_denticulata,ss13-46,o,Ft,0.026953333333333333,15,0.018543110644682902
Grammica,C_denticulata,ss13-46,o,Fo.,0.0157875028,15,0.010029814207026071
Grammica,C_denticulata,ss13-46,o,Fv.Fm,0.6242220983333333,15,0.11983035605429153
Grammica,C_denticulata,ss13-46,o,φPSII,0.27005268457142856,14,0.114665201837595
Grammica,C_denticulata,ss13-46,o,ΦNPQ,0.18199233,15,0.036564644865478786
Grammica,C_denticulata,ss13-46,o,Φf.D,0.5304817794666666,15,0.11596185837049867
Grammica,C_denticulata,ss13-46,o,NPQ,0.3570295672666667,15,0.0959887058486674
Grammica,C_denticulata,ss13-46,o,X1.qP,0.5099738065333334,15,0.17499912370248674
Grammica,C_denticulata,ss13-46,h,Fo,0.050608,25,0.030568869240890587
Grammica,C_denticulata,ss13-46,h,Fm,0.16102307692307694,26,0.10548050931880186
Grammica,C_denticulata,ss13-46,h,Ft,0.075704,25,0.044885831840348014
Grammica,C_denticulata,ss13-46,h,Fo.,0.04417953916,25,0.02699676823004076
Grammica,C_denticulata,ss13-46,h,Fv.Fm,0.642523492,26,0.11248447062939682
Grammica,C_denticulata,ss13-46,h,φPSII,0.2591134758076923,26,0.12189569786041712
Grammica,C_denticulata,ss13-46,h,ΦNPQ,0.215286166,26,0.07138965891249971
Grammica,C_denticulata,ss13-46,h,Φf.D,0.51155348936,25,0.12717296516866838
Grammica,C_denticulata,ss13-46,h,NPQ,0.4644710060769231,26,0.26717261866730235
Grammica,C_denticulata,ss13-46,h,X1.qP,0.5487134392692308,26,0.1720284954981357
Grammica,C_denticulata,ss13-46,f,Fo,0.03946315789473684,19,0.018846196507704614
Grammica,C_denticulata,ss13-46,f,Fm,0.1386315789473684,19,0.06016943717196167
Grammica,C_denticulata,ss13-46,f,Ft,0.0774421052631579,19,0.044781969533749154
Grammica,C_denticulata,ss13-46,f,Fo.,0.03639127915789474,19,0.017294109283013906
Grammica,C_denticulata,ss13-46,f,Fv.Fm,0.715360008,19,0.04498380312510241
Grammica,C_denticulata,ss13-46,f,φPSII,0.2792892414117647,17,0.1471957017711499
Grammica,C_denticulata,ss13-46,f,ΦNPQ,0.154355227,19,0.032198687376075244
Grammica,C_denticulata,ss13-46,f,Φf.D,0.5430824165263158,19,0.14710079093036113
Grammica,C_denticulata,ss13-46,f,NPQ,0.30189139857894737,19,0.09219226199137615
Grammica,C_denticulata,ss13-46,f,X1.qP,0.5502778029473684,19,0.2203544619533772
Grammica,C_gracillima,CUGR,y,Fo,0.024111764705882353,17,0.012380321197011669
Grammica,C_gracillima,CUGR,y,Fm,0.05394705882352941,17,0.02706568670953729
Grammica,C_gracillima,CUGR,y,Ft,0.019147058823529413,17,0.00954994225421408
Grammica,C_gracillima,CUGR,y,Fo.,0.01567364082352941,17,0.00790742436728955
Grammica,C_gracillima,CUGR,y,Fv.Fm,0.545946970117647,17,0.07000411190669302
Grammica,C_gracillima,CUGR,y,φPSII,0.2265192165882353,17,0.043472658433300435
Grammica,C_gracillima,CUGR,y,ΦNPQ,0.3687920204,15,0.12461840659069888
Grammica,C_gracillima,CUGR,y,Φf.D,0.3778474342352941,17,0.12385307436759288
Grammica,C_gracillima,CUGR,y,NPQ,1.1433650765625,16,0.645833784871514
Grammica,C_gracillima,CUGR,y,X1.qP,0.3665974559411765,17,0.10031706899364094
Grammica,C_gracillima,CUGR,o,Fo,0.02775,10,0.0267182937745325
Grammica,C_gracillima,CUGR,o,Fm,0.06391,10,0.06451910053103138
Grammica,C_gracillima,CUGR,o,Ft,0.02241,10,0.019486773291987912
Grammica,C_gracillima,CUGR,o,Fo.,0.0173154254,10,0.01593728240293892
Grammica,C_gracillima,CUGR,o,Fv.Fm,0.547767213,7,0.067927376505586
Grammica,C_gracillima,CUGR,o,φPSII,0.1014311642,10,0.09454383150902612
Grammica,C_gracillima,CUGR,o,ΦNPQ,0.2800509478888889,9,0.22627585186272167
Grammica,C_gracillima,CUGR,o,Φf.D,0.40814782114285714,7,0.14488934441546125
Grammica,C_gracillima,CUGR,o,NPQ,0.8656272992,10,0.7187305070391297
Grammica,C_gracillima,CUGR,o,X1.qP,0.601539452,7,0.21555142488541082
Grammica,C_gracillima,CUGR,h,Fo,0.1049625,8,0.03336546278928043
Grammica,C_gracillima,CUGR,h,Fm,0.2454625,8,0.0919291176862447
Grammica,C_gracillima,CUGR,h,Ft,0.0764375,8,0.02299775998408789
Grammica,C_gracillima,CUGR,h,Fo.,0.0574219135,8,0.015742031107838353
Grammica,C_gracillima,CUGR,h,Fv.Fm,0.562481956125,8,0.04131292014865436
Grammica,C_gracillima,CUGR,h,φPSII,0.101797305,8,0.05387535489376561
Grammica,C_gracillima,CUGR,h,ΦNPQ,0.5005143946666667,6,0.06500638234800118
Grammica,C_gracillima,CUGR,h,Φf.D,0.340905866625,8,0.12682242312867797
Grammica,C_gracillima,CUGR,h,NPQ,1.3629637335,6,0.4286319005988122
Grammica,C_gracillima,CUGR,h,X1.qP,0.660778797,8,0.19479288384246735
Grammica,C_indecora,ss16-17,sdlg,Fo,0.0201,7,0.01847277275704255
Grammica,C_indecora,ss16-17,sdlg,Fm,0.07997142857142857,7,0.07421050496809092
Grammica,C_indecora,ss16-17,sdlg,Ft,0.039914285714285715,7,0.04076160074430462
Grammica,C_indecora,ss16-17,sdlg,Fo.,0.018208670142857142,7,0.016614718795880983
Grammica,C_indecora,ss16-17,sdlg,Fv.Fm,0.7516216281428572,7,0.03287385916600456
Grammica,C_indecora,ss16-17,sdlg,φPSII,0.34876216514285713,7,0.06636550922255212
Grammica,C_indecora,ss16-17,sdlg,ΦNPQ,0.1989402598,5,0.02771756916409579
Grammica,C_indecora,ss16-17,sdlg,Φf.D,0.4722842564285714,7,0.04960680231021914
Grammica,C_indecora,ss16-17,sdlg,NPQ,0.382742166,7,0.10317325012589569
Grammica,C_indecora,ss16-17,sdlg,X1.qP,0.49118137157142855,7,0.09520736948531376
Grammica,C_indecora,ss16-17,y,Fo,0.011266666666666666,9,0.00343256463886698
Grammica,C_indecora,ss16-17,y,Fm,0.03163333333333333,9,0.018324710093204747
Grammica,C_indecora,ss16-17,y,Ft,0.012199999999999999,9,0.005053216797249055
Grammica,C_indecora,ss16-17,y,Fo.,0.009557824111111111,9,0.0039623041154431046
Grammica,C_indecora,ss16-17,y,Fv.Fm,0.6598768245,6,0.06041431012643585
Grammica,C_indecora,ss16-17,y,φPSII,0.3590229784444445,9,0.27327171486446167
Grammica,C_indecora,ss16-17,y,ΦNPQ,0.07120418177777778,9,0.06757541563120198
Grammica,C_indecora,ss16-17,y,Φf.D,0.3546592595,6,0.025900297450146603
Grammica,C_indecora,ss16-17,y,NPQ,0.20142749855555556,9,0.18991588171845802
Grammica,C_indecora,ss16-17,y,X1.qP,0.0986472575,6,0.03485481548221813
Grammica,C_indecora,ss16-17,o,Fo,0.0060125,8,0.002393704540784311
Grammica,C_indecora,ss16-17,o,Fm,0.013275,8,0.008826380911789384
Grammica,C_indecora,ss16-17,o,Ft,0.0075250000000000004,8,0.0037855929899705655
Grammica,C_indecora,ss16-17,o,Fo.,0.0062441977499999995,8,0.0013887014715232304
Grammica,C_indecora,ss16-17,o,Fv.Fm,0.5732617418,5,0.08297814412103233
Grammica,C_indecora,ss16-17,o,φPSII,0.1807590355,8,0.1622789855829782
Grammica,C_indecora,ss16-17,o,ΦNPQ,0.09193988925,8,0.09512503105840471
Grammica,C_indecora,ss16-17,o,ΦNPQ,0.5636817204,5,0.08072656130787559
Grammica,C_indecora,ss16-17,o,NPQ,0.171679525375,8,0.19382532727116492
Grammica,C_indecora,ss16-17,o,X1.qP,0.45561489374999997,4,0.11441881746153713
Grammica,C_indecora,ss16-17,h,Fo,0.029025,4,0.012751307122539763
Grammica,C_indecora,ss16-17,h,Fm,0.07805000000000001,4,0.040774624461789956
Grammica,C_indecora,ss16-17,h,Ft,0.038599999999999995,4,0.016510400762347756
Grammica,C_indecora,ss16-17,h,Fo.,0.02310276125,4,0.00951689217381453
Grammica,C_indecora,ss16-17,h,Fv.Fm,0.603780474,4,0.07137654373135972
Grammica,C_indecora,ss16-17,h,φPSII,0.14419449225,4,0.06745551290462586
Grammica,C_indecora,ss16-17,h,ΦNPQ,0.32266181225,4,0.06797711338693084
Grammica,C_indecora,ss16-17,h,Φf.D,0.5331436955,4,0.11311696257925748
Grammica,C_indecora,ss16-17,h,NPQ,0.64160254725,4,0.2502378888556063
Grammica,C_indecora,ss16-17,h,X1.qP,0.71086341925,4,0.12208834685608262
Grammica,C_indecora,ss16-17,f,Fo,0.06558333333333333,18,0.040654198104616596
Grammica,C_indecora,ss16-17,f,Fm,0.16640588235294118,17,0.14666207958513097
Grammica,C_indecora,ss16-17,f,Ft,0.07562142857142858,14,0.06365172278255173
Grammica,C_indecora,ss16-17,f,Fo.,0.05298909694117647,17,0.03278470033324742
Grammica,C_indecora,ss16-17,f,Fv.Fm,0.5966829758461538,13,0.13499285537016867
Grammica,C_indecora,ss16-17,f,φPSII,0.100311991,18,0.09983140768509711
Grammica,C_indecora,ss16-17,f,ΦNPQ,0.19385223366666668,18,0.10894382239588737
Grammica,C_indecora,ss16-17,f,Φf.D,0.648946565,15,0.1388494474386968
Grammica,C_indecora,ss16-17,f,NPQ,0.3219283975555556,18,0.20335902713869525
Grammica,C_indecora,ss16-17,f,X1.qP,0.7629063409285715,14,0.2205037092020665
Grammica,C_indecora,ss16-17,s,Fo,0.10305,4,0.016275441622272496
Grammica,C_indecora,ss16-17,s,Fm,0.35762499999999997,4,0.047379698535694945
Grammica,C_indecora,ss16-17,s,Ft,0.16458,5,0.050527586524590704
Grammica,C_indecora,ss16-17,s,Fo.,0.09128633033333333,3,0.014667258257362294
Grammica,C_indecora,ss16-17,s,Fv.Fm,0.61776359175,8,0.11973352803135562
Grammica,C_indecora,ss16-17,s,φPSII,0.143752256125,8,0.1063784227669665
Grammica,C_indecora,ss16-17,s,ΦNPQ,0.29414575375,8,0.08700517184039047
Grammica,C_indecora,ss16-17,s,Φf.D,0.525259417,7,0.14705939333622697
Grammica,C_indecora,ss16-17,s,NPQ,0.615329169,8,0.3715401450903045
Grammica,C_indecora,ss16-17,s,X1.qP,0.6663788534285714,7,0.1507430291171845
Grammica,C_polygonorum,1705,sdlg,Fo,0.063375,4,0.012926039610027503
Grammica,C_polygonorum,1705,sdlg,Fm,0.18625,4,0.05254550408931292
Grammica,C_polygonorum,1705,sdlg,Ft,0.067275,4,0.03549369662348513
Grammica,C_polygonorum,1705,sdlg,Fo.,0.04383813125,4,0.013860623609120343
Grammica,C_polygonorum,1705,sdlg,Fv.Fm,0.65269271875,4,0.03457878752998167
Grammica,C_polygonorum,1705,sdlg,φPSII,0.2371736425,4,0.059655166852786976
Grammica,C_polygonorum,1705,sdlg,ΦNPQ,0.3572371603333333,3,0.11990279847532632
Grammica,C_polygonorum,1705,sdlg,Φf.D,0.3581206,4,0.1602547857433816
Grammica,C_polygonorum,1705,sdlg,NPQ,1.47604705325,4,1.0500007702411607
Grammica,C_polygonorum,1705,sdlg,X1.qP,0.43186909425,4,0.24870216973414574
Grammica,C_polygonorum,1705,y,Fo,0.04367142857142857,14,0.012076195820476972
Grammica,C_polygonorum,1705,y,Fm,0.11399285714285715,14,0.03334997322766113
Grammica,C_polygonorum,1705,y,Ft,0.04624285714285714,14,0.012857067154844288
Grammica,C_polygonorum,1705,y,Fo.,0.03561746557142857,14,0.009973563294213379
Grammica,C_polygonorum,1705,y,Fv.Fm,0.6088537863571428,14,0.054954195057115914
Grammica,C_polygonorum,1705,y,φPSII,0.3549346580714286,14,0.09610506337530612
Grammica,C_polygonorum,1705,y,ΦNPQ,0.2305021017142857,14,0.10750444519822853
Grammica,C_polygonorum,1705,y,Φf.D,0.41456324,14,0.06468271844163839
Grammica,C_polygonorum,1705,y,NPQ,0.5928219787142858,14,0.35971150893084336
Grammica,C_polygonorum,1705,y,X1.qP,0.29875940328571426,14,0.09539672953549413
Grammica,C_polygonorum,1705,o,Fo,0.029135714285714286,14,0.015960412908812234
Grammica,C_polygonorum,1705,o,Fm,0.06380714285714285,14,0.046409141411939595
Grammica,C_polygonorum,1705,o,Ft,0.0341,14,0.02438694480501969
Grammica,C_polygonorum,1705,o,Fo.,0.023234071285714284,14,0.013496096820260319
Grammica,C_polygonorum,1705,o,Fv.Fm,0.5081270583846154,13,0.08933069416677596
Grammica,C_polygonorum,1705,o,φPSII,0.1579484857857143,14,0.08031701213482872
Grammica,C_polygonorum,1705,o,ΦNPQ,0.25597605742857144,14,0.09608723376215464
Grammica,C_polygonorum,1705,o,Φf.D,0.5542351072307692,13,0.09057707990299523
Grammica,C_polygonorum,1705,o,NPQ,0.48147423121428573,14,0.2168492307185933
Grammica,C_polygonorum,1705,o,X1.qP,0.5873925529230769,13,0.14324031413686864
Grammica,C_polygonorum,1705,h,Fo,0.067775,12,0.039039307114752946
Grammica,C_polygonorum,1705,h,Fm,0.158325,12,0.11687400461413759
