Subgenus,Species,Accession.,Tissue.edit,Metric,mean,n,sd
Grammica,C_polygonorum,1705,h,Ft,0.087625,12,0.05978399185248658
Grammica,C_polygonorum,1705,h,Fo.,0.054951605,12,0.03383133029937349
Grammica,C_polygonorum,1705,h,Fv.Fm,0.5456810468,10,0.11909356473629248
Grammica,C_polygonorum,1705,h,φPSII,0.12710392091666667,12,0.06401648425132299
Grammica,C_polygonorum,1705,h,ΦNPQ,0.29902605325000003,12,0.06413317207029207
Grammica,C_polygonorum,1705,h,Φf.D,0.573870026,12,0.05938898431648029
Grammica,C_polygonorum,1705,h,NPQ,0.5316509679166667,12,0.16120401517003574
Grammica,C_polygonorum,1705,h,X1.qP,0.6909977355,12,0.08090374368097372
Grammica,C_polygonorum,1705,f,Fo,0.10506666666666667,6,0.022867414953742952
Grammica,C_polygonorum,1705,f,Fm,0.23585714285714285,7,0.06712855470768649
Grammica,C_polygonorum,1705,f,Ft,0.13,5,0.024886040263569453
Grammica,C_polygonorum,1705,f,Fo.,0.0811842138,5,0.013320402060565185
Grammica,C_polygonorum,1705,f,Fv.Fm,0.515362754,7,0.06218844316316596
Grammica,C_polygonorum,1705,f,φPSII,0.11061322671428571,7,0.05806176133762927
Grammica,C_polygonorum,1705,f,ΦNPQ,0.23007282742857144,7,0.12517305965158146
Grammica,C_polygonorum,1705,f,Φf.D,0.6593139457142857,7,0.08226915209585077
Grammica,C_polygonorum,1705,f,NPQ,0.37431409471428573,7,0.25377691146921916
Grammica,C_polygonorum,1705,f,X1.qP,0.7618074917142857,7,0.10065783810298537
Grammica,C_polygonorum,1705,s,Fo,0.12806,10,0.037747912377890366
Grammica,C_polygonorum,1705,s,Fm,0.30601428571428574,7,0.0673727053677632
Grammica,C_polygonorum,1705,s,Ft,0.19027,10,0.052135082025233044
Grammica,C_polygonorum,1705,s,Fo.,0.1127616992,10,0.026321876334054344
Grammica,C_polygonorum,1705,s,Fv.Fm,0.5774322051538462,13,0.08914092414212325
Grammica,C_polygonorum,1705,s,φPSII,0.19848762476923076,13,0.11725686622115732
Grammica,C_polygonorum,1705,s,ΦNPQ,0.242874207,10,0.06562847167983217
Grammica,C_polygonorum,1705,s,Φf.D,0.5330109228,10,0.1571032797658199
Grammica,C_polygonorum,1705,s,NPQ,0.41068832061538463,13,0.29340614620497546
Grammica,C_polygonorum,1705,s,X1.qP,0.6085236263846154,13,0.21114805644280196
Grammica,C_sandwichiana,155,sdlg,Fo,0.025033333333333335,9,0.022453952881397076
Grammica,C_sandwichiana,155,sdlg,Fm,0.04777777777777778,9,0.0456205484890794
Grammica,C_sandwichiana,155,sdlg,Ft,0.02988888888888889,9,0.02773388921718537
Grammica,C_sandwichiana,155,sdlg,Fo.,0.02129453777777778,9,0.01929213945702611
Grammica,C_sandwichiana,155,sdlg,Fv.Fm,0.5055501191666667,6,0.027567362721291514
Grammica,C_sandwichiana,155,sdlg,φPSII,0.1528045462857143,7,0.04781997707073082
Grammica,C_sandwichiana,155,sdlg,ΦNPQ,0.27201310557142855,7,0.09905246327320862
Grammica,C_sandwichiana,155,sdlg,Φf.D,0.5575642932,5,0.073829342287673
Grammica,C_sandwichiana,155,sdlg,NPQ,0.403973659,9,0.2764283728709038
Grammica,C_sandwichiana,155,sdlg,X1.qP,0.684681866,9,0.15736914880199138
Grammica,C_sandwichiana,155,y,Fo,0.02329090909090909,11,0.009720849195976095
Grammica,C_sandwichiana,155,y,Fm,0.04192727272727273,11,0.03212460399472936
Grammica,C_sandwichiana,155,y,Ft,0.02447272727272727,11,0.009379988369831905
Grammica,C_sandwichiana,155,y,Fo.,0.015851898545454546,11,0.010536697245987572
Grammica,C_sandwichiana,155,y,Fv.Fm,0.5008507072222222,9,0.12575126414020749
Grammica,C_sandwichiana,155,y,φPSII,0.20492284227272728,11,0.1340446754335417
Grammica,C_sandwichiana,155,y,ΦNPQ,0.15904806863636364,11,0.11104255083748367
Grammica,C_sandwichiana,155,y,Φf.D,0.5551466643333334,9,0.15708437657419097
Grammica,C_sandwichiana,155,y,NPQ,0.3397093430909091,11,0.3100594093461689
Grammica,C_sandwichiana,155,y,X1.qP,0.4242924238888889,9,0.10627499374429147
Grammica,C_sandwichiana,155,o,Fo,0.024133333333333333,12,0.012429169015836997
Grammica,C_sandwichiana,155,o,Fm,0.04783333333333333,12,0.03291195785268585
Grammica,C_sandwichiana,155,o,Ft,0.028591666666666668,12,0.0171893972782026
Grammica,C_sandwichiana,155,o,Fo.,0.020263331583333332,12,0.010541159185963982
Grammica,C_sandwichiana,155,o,Fv.Fm,0.42481292358333334,12,0.11790862452406839
Grammica,C_sandwichiana,155,o,φPSII,0.13369109783333333,12,0.07739269453447138
Grammica,C_sandwichiana,155,o,ΦNPQ,0.22144061191666667,12,0.03429693590248775
Grammica,C_sandwichiana,155,o,Φf.D,0.6448682903333334,12,0.08491257931950065
Grammica,C_sandwichiana,155,o,NPQ,0.351419929,12,0.08343732670863707
Grammica,C_sandwichiana,155,o,X1.qP,0.6343316034545454,11,0.1424078833288795
Grammica,C_sandwichiana,155,h,Fo,0.08495,14,0.03639223818343686
Grammica,C_sandwichiana,155,h,Fm,0.2008714285714286,14,0.10641246622004852
Grammica,C_sandwichiana,155,h,Ft,0.11145714285714285,14,0.05080359942253811
Grammica,C_sandwichiana,155,h,Fo.,0.07062475257142857,14,0.028124115310350115
Grammica,C_sandwichiana,155,h,Fv.Fm,0.5452175515,14,0.07546383013453149
Grammica,C_sandwichiana,155,h,φPSII,0.17287829114285713,14,0.03982370878534819
Grammica,C_sandwichiana,155,h,ΦNPQ,0.23640345414285716,14,0.09319520300083928
Grammica,C_sandwichiana,155,h,Φf.D,0.5907182545714286,14,0.1001187235638016
Grammica,C_sandwichiana,155,h,NPQ,0.43814777092857143,14,0.25278582772736397
Grammica,C_sandwichiana,155,h,X1.qP,0.6236295092142857,14,0.07249419357993264
Grammica,C_sandwichiana,155,f,Fo,0.07479999999999999,5,0.0071080939779943845
Grammica,C_sandwichiana,155,f,Fm,0.16576666666666667,6,0.0585276572798422
Grammica,C_sandwichiana,155,f,Ft,0.1057,5,0.01747183447723793
Grammica,C_sandwichiana,155,f,Fo.,0.0643237018,5,0.009251105339149626
Grammica,C_sandwichiana,155,f,Fv.Fm,0.4658431105,6,0.06652472314073933
Grammica,C_sandwichiana,155,f,φPSII,0.025021652,6,0.03261093770103271
Grammica,C_sandwichiana,155,f,ΦNPQ,0.22844643833333333,6,0.07935213409580555
Grammica,C_sandwichiana,155,f,Φf.D,0.7502127106666667,6,0.10250683858452629
Grammica,C_sandwichiana,155,f,NPQ,0.32023027783333335,6,0.14414063560474463
Grammica,C_sandwichiana,155,f,X1.qP,0.9486971846000001,5,0.08992375633783059
Grammica,C_sandwichiana,155,s,Fo,0.11168,5,0.006592950780947786
Grammica,C_sandwichiana,155,s,Fm,0.33,5,0.026990090774208227
Grammica,C_sandwichiana,155,s,Ft,0.21396666666666667,6,0.04711104612154847
Grammica,C_sandwichiana,155,s,Fo.,0.10259874199999999,5,0.005776283605952011
Grammica,C_sandwichiana,155,s,Fv.Fm,0.6393575088333333,6,0.058983674921475084
Grammica,C_sandwichiana,155,s,φPSII,0.09603518333333333,6,0.12353993476122896
Grammica,C_sandwichiana,155,s,ΦNPQ,0.17873313983333333,6,0.03427528840537128
Grammica,C_sandwichiana,155,s,Φf.D,0.6757097857500001,4,0.09252851924015347
Grammica,C_sandwichiana,155,s,NPQ,0.248174072,6,0.04211665720267252
Grammica,C_sandwichiana,155,s,X1.qP,0.778706828,4,0.20324041124731004
Grammica,C_tasmanica,17-15,sdlg,Fo,0.005566666666666667,3,2.8867513459481263e-4
Grammica,C_tasmanica,17-15,sdlg,Fm,0.015666666666666666,3,0.0027300793639257687
Grammica,C_tasmanica,17-15,sdlg,Ft,0.0083,3,5.000000000000004e-4
Grammica,C_tasmanica,17-15,sdlg,Fo.,0.004905533333333333,3,2.500186422655982e-4
Grammica,C_tasmanica,17-15,sdlg,Fv.Fm,0.6358148546666667,3,0.07870375550926072
Grammica,C_tasmanica,17-15,sdlg,φPSII,0.2611740576666667,3,0.06085803749178558
Grammica,C_tasmanica,17-15,sdlg,ΦNPQ,0.23882685399999998,2,0.04782527745421001
Grammica,C_tasmanica,17-15,sdlg,Φf.D,0.5366933343333333,3,0.059450535141572815
Grammica,C_tasmanica,17-15,sdlg,NPQ,0.38632744,3,0.17363312790513818
Grammica,C_tasmanica,17-15,sdlg,X1.qP,0.536308557,3,0.07195379692583254
Grammica,C_tasmanica,17-15,y,Fo,0.01513611111111111,36,0.009799421346699953
Grammica,C_tasmanica,17-15,y,Fm,0.03908611111111111,36,0.03322858625407413
Grammica,C_tasmanica,17-15,y,Ft,0.016855555555555554,36,0.012023535121809927
Grammica,C_tasmanica,17-15,y,Fo.,0.012816748944444444,36,0.008255978378262616
Grammica,C_tasmanica,17-15,y,Fv.Fm,0.5472130262,35,0.11844157859464831
Grammica,C_tasmanica,17-15,y,φPSII,0.3163626362222222,36,0.13473371008381202
Grammica,C_tasmanica,17-15,y,ΦNPQ,0.16760599605555557,36,0.08100837047087693
Grammica,C_tasmanica,17-15,y,Φf.D,0.5022036925142858,35,0.12309681561264978
Grammica,C_tasmanica,17-15,y,NPQ,0.37194194094444444,36,0.2678722028543702
Grammica,C_tasmanica,17-15,y,X1.qP,0.3381389631470588,34,0.16312754336423535
Grammica,C_tasmanica,17-15,o,Fo,0.007023809523809524,21,0.004059052199948254
Grammica,C_tasmanica,17-15,o,Fm,0.012933333333333333,21,0.01138693696010184
Grammica,C_tasmanica,17-15,o,Ft,0.008747619047619047,21,0.005866567910424207
Grammica,C_tasmanica,17-15,o,Fo.,0.006299501142857143,21,0.003574743627752909
Grammica,C_tasmanica,17-15,o,Fv.Fm,0.3852405837058824,17,0.16373886565321571
Grammica,C_tasmanica,17-15,o,φPSII,0.10817541838095238,21,0.1132255381573309
Grammica,C_tasmanica,17-15,o,ΦNPQ,0.09980069404761904,21,0.07826675559925278
Grammica,C_tasmanica,17-15,o,Φf.D,0.7270313525000001,16,0.14474218539753092
Grammica,C_tasmanica,17-15,o,NPQ,0.1550224440952381,21,0.16144113387784464
Grammica,C_tasmanica,17-15,o,X1.qP,0.65549486625,16,0.2390590341866442
Grammica,C_tasmanica,17-15,h,Fo,0.05076,25,0.03034321725416297
Grammica,C_tasmanica,17-15,h,Fm,0.17754799999999998,25,0.10571092706054563
Grammica,C_tasmanica,17-15,h,Ft,0.088812,25,0.054541233026032705
Grammica,C_tasmanica,17-15,h,Fo.,0.04350401428,25,0.025196078379636118
Grammica,C_tasmanica,17-15,h,Fv.Fm,0.71040930532,25,0.044808903395068975
Grammica,C_tasmanica,17-15,h,φPSII,0.24794135396,25,0.05296379358182457
Grammica,C_tasmanica,17-15,h,ΦNPQ,0.25203869896,25,0.07328574768552723
Grammica,C_tasmanica,17-15,h,Φf.D,0.50001994716,25,0.0895326638524745
Grammica,C_tasmanica,17-15,h,NPQ,0.5420969808,25,0.24524382305671016
Grammica,C_tasmanica,17-15,h,X1.qP,0.592139744,25,0.09777201074508128
Grammica,C_tasmanica,17-15,f,Fo,0.0367875,24,0.017791212107691523
Grammica,C_tasmanica,17-15,f,Fm,0.10532916666666667,24,0.0663928327664487
Grammica,C_tasmanica,17-15,f,Ft,0.0705875,24,0.044230161974164975
Grammica,C_tasmanica,17-15,f,Fo.,0.032869463625,24,0.016207353351832886
Grammica,C_tasmanica,17-15,f,Fv.Fm,0.6011232639583334,24,0.11392474870085598
Grammica,C_tasmanica,17-15,f,φPSII,0.10266889395833333,24,0.0448787432063182
Grammica,C_tasmanica,17-15,f,ΦNPQ,0.2110271725,24,0.04951219023896456
Grammica,C_tasmanica,17-15,f,Φf.D,0.6863039335833333,24,0.07198286930663413
Grammica,C_tasmanica,17-15,f,NPQ,0.31640979975,24,0.10174205144722047
Grammica,C_tasmanica,17-15,f,X1.qP,0.8070283883043479,23,0.07100038257512432
Ipomoea_nil,Ipomoea_nil,IPNI,l,Fo,0.17698181818181818,11,0.01680254850799831
Ipomoea_nil,Ipomoea_nil,IPNI,l,Fm,0.6899909090909091,11,0.07315384411697658
Ipomoea_nil,Ipomoea_nil,IPNI,l,Ft,0.19096363636363636,11,0.018040691379615843
Ipomoea_nil,Ipomoea_nil,IPNI,l,Fo.,0.13170573345454545,11,0.009154076834209079
Ipomoea_nil,Ipomoea_nil,IPNI,l,Fv.Fm,0.7427291074545455,11,0.018192047061477132
Ipomoea_nil,Ipomoea_nil,IPNI,l,φPSII,0.3693141775,10,0.05158128486928758
Ipomoea_nil,Ipomoea_nil,IPNI,l,ΦNPQ,0.3469525989,10,0.05603273296412143
Ipomoea_nil,Ipomoea_nil,IPNI,l,Φf.D,0.27864680081818183,11,0.03199684303986522
Ipomoea_nil,Ipomoea_nil,IPNI,l,NPQ,1.2401005476,10,0.2658170730134167
Ipomoea_nil,Ipomoea_nil,IPNI,l,X1.qP,0.3623672963333333,9,0.07375557315584075
Ipomoea_nil,Ipomoea_nil,IPNI,y,Fo,0.2152,6,0.023660600161449843
Ipomoea_nil,Ipomoea_nil,IPNI,y,Fm,0.7241666666666666,6,0.04406888547111973
Ipomoea_nil,Ipomoea_nil,IPNI,y,Ft,0.21583333333333332,6,0.012512660255384011
Ipomoea_nil,Ipomoea_nil,IPNI,y,Fo.,0.1410583335,6,0.008050969018701056
Ipomoea_nil,Ipomoea_nil,IPNI,y,Fv.Fm,0.7031252226666667,6,0.023410350030831587
Ipomoea_nil,Ipomoea_nil,IPNI,y,φPSII,0.18158545566666667,6,0.024238384822423353
Ipomoea_nil,Ipomoea_nil,IPNI,y,ΦNPQ,0.5189911423333333,6,0.03234985627552211
Ipomoea_nil,Ipomoea_nil,IPNI,y,Φf.D,0.2994234023333333,6,0.030141144263023396
Ipomoea_nil,Ipomoea_nil,IPNI,y,NPQ,1.6512329338,5,0.1464075894898629
Ipomoea_nil,Ipomoea_nil,IPNI,y,X1.qP,0.607932174,6,0.05059012565408432
Ipomoea_nil,Ipomoea_nil,IPNI,o,Fo,0.1593,5,0.012399999999999993
Ipomoea_nil,Ipomoea_nil,IPNI,o,Fm,0.54402,5,0.0565541068358435
Ipomoea_nil,Ipomoea_nil,IPNI,o,Ft,0.23872500000000002,4,0.024737875818267027
Ipomoea_nil,Ipomoea_nil,IPNI,o,Fo.,0.1319588694,5,0.010214703864684536
Ipomoea_nil,Ipomoea_nil,IPNI,o,Fv.Fm,0.7058473968,5,0.022399102899130784
Ipomoea_nil,Ipomoea_nil,IPNI,o,φPSII,0.2236752552,5,0.028033972058983378
Ipomoea_nil,Ipomoea_nil,IPNI,o,ΦNPQ,0.3299350341666667,6,0.047864469824614134
Ipomoea_nil,Ipomoea_nil,IPNI,o,Φf.D,0.443155556,5,0.051993510761228906
Ipomoea_nil,Ipomoea_nil,IPNI,o,NPQ,0.7370925071666667,6,0.19351413286811558
Ipomoea_nil,Ipomoea_nil,IPNI,o,X1.qP,0.61778637,4,0.04006177438114653
Ipomoea_nil,Ipomoea_nil,IPNI,f,Fo,0.0627888888888889,9,0.020796480738603615
Ipomoea_nil,Ipomoea_nil,IPNI,f,Fm,0.20234444444444444,9,0.06180503844977186
Ipomoea_nil,Ipomoea_nil,IPNI,f,Ft,0.08424444444444444,9,0.027249500505106102
Ipomoea_nil,Ipomoea_nil,IPNI,f,Fo.,0.04648609922222222,9,0.014899058207096446
Ipomoea_nil,Ipomoea_nil,IPNI,f,Fv.Fm,0.679142383375,8,0.029708989100705865
Ipomoea_nil,Ipomoea_nil,IPNI,f,φPSII,0.13088832422222224,9,0.030685853327491807
Ipomoea_nil,Ipomoea_nil,IPNI,f,ΦNPQ,0.45184674933333335,9,0.05402843671381637
Ipomoea_nil,Ipomoea_nil,IPNI,f,Φf.D,0.42955940575,8,0.04549642816721271
Ipomoea_nil,Ipomoea_nil,IPNI,f,NPQ,1.1149580838888888,9,0.2739564616440677
Ipomoea_nil,Ipomoea_nil,IPNI,f,X1.qP,0.7413306958888889,9,0.07192784664629248
Ipomoea_nil,Ipomoea_nil,IPNI,s,Fo,0.089375,12,0.02736354990925636
Ipomoea_nil,Ipomoea_nil,IPNI,s,Fm,0.43903333333333333,12,0.08818177850670775
Ipomoea_nil,Ipomoea_nil,IPNI,s,Ft,0.27455,12,0.04936272977570316
Ipomoea_nil,Ipomoea_nil,IPNI,s,Fo.,0.08754674681818182,11,0.02182386017375573
Ipomoea_nil,Ipomoea_nil,IPNI,s,Fv.Fm,0.7779440113846154,13,0.024587511774954707
Ipomoea_nil,Ipomoea_nil,IPNI,s,φPSII,0.18483373084615384,13,0.02871546250974232
Ipomoea_nil,Ipomoea_nil,IPNI,s,ΦNPQ,0.19478641861538462,13,0.03649322619738936
Ipomoea_nil,Ipomoea_nil,IPNI,s,Φf.D,0.6203798503846154,13,0.05058068778585466
Ipomoea_nil,Ipomoea_nil,IPNI,s,NPQ,0.31999240353846153,13,0.08704377016533457
Ipomoea_nil,Ipomoea_nil,IPNI,s,X1.qP,0.7445717888461538,13,0.04493939685129168
Monogynella,C_lupuliformis,CULU,sdlg,Fo,0.07475,4,0.03475384870773307
Monogynella,C_lupuliformis,CULU,sdlg,Fm,0.4985,1,NA
Monogynella,C_lupuliformis,CULU,sdlg,Ft,0.081375,4,0.03673203642598651
Monogynella,C_lupuliformis,CULU,sdlg,Fo.,0.0544683115,4,0.02256015351475444
Monogynella,C_lupuliformis,CULU,sdlg,Fv.Fm,0.7939543250000001,4,0.021378445739061593
Monogynella,C_lupuliformis,CULU,sdlg,φPSII,0.441243773,3,0.04501423416616897
Monogynella,C_lupuliformis,CULU,sdlg,ΦNPQ,0.3269060183333333,3,0.07905624426453048
Monogynella,C_lupuliformis,CULU,sdlg,Φf.D,0.2259939755,4,0.034969561976186316
Monogynella,C_lupuliformis,CULU,sdlg,NPQ,1.463144963,1,NA
Monogynella,C_lupuliformis,CULU,sdlg,X1.qP,0.33640033175,4,0.13224956591890671
Monogynella,C_monogyna,CUMO,sdlg,Fo,0.089475,4,0.011865180150339064
Monogynella,C_monogyna,CUMO,sdlg,Fm,0.38382499999999997,4,0.04316745494775742
Monogynella,C_monogyna,CUMO,sdlg,Ft,0.108725,4,0.016173306196734582
Monogynella,C_monogyna,CUMO,sdlg,Fo.,0.07021696075,4,0.00901878863751806
Monogynella,C_monogyna,CUMO,sdlg,Fv.Fm,0.76637510275,4,0.026127357171480133
Monogynella,C_monogyna,CUMO,sdlg,φPSII,0.38479507125,4,0.03533350727920253
Monogynella,C_monogyna,CUMO,sdlg,ΦNPQ,0.33104316025,4,0.03827234437844167
Monogynella,C_monogyna,CUMO,sdlg,Φf.D,0.2841617685,4,0.041553378835580176
Monogynella,C_monogyna,CUMO,sdlg,NPQ,1.2974418576666666,3,0.1853996761585596
Monogynella,C_monogyna,CUMO,sdlg,X1.qP,0.36098577725000003,4,0.04436160655472137
Monogynella,C_monogyna,CUMO,y,Fo,0.06323571428571428,14,0.013834105411173955
Monogynella,C_monogyna,CUMO,y,Fm,0.28581428571428574,14,0.07650949520904485
Monogynella,C_monogyna,CUMO,y,Ft,0.08147142857142857,14,0.020885122734816564
Monogynella,C_monogyna,CUMO,y,Fo.,0.055935940571428575,14,0.01205569651412152
Monogynella,C_monogyna,CUMO,y,Fv.Fm,0.7732936139285714,14,0.03370230812641885
Monogynella,C_monogyna,CUMO,y,φPSII,0.5665373002307692,13,0.030330974297978267
Monogynella,C_monogyna,CUMO,y,ΦNPQ,0.16457483671428572,14,0.0448865688439519
Monogynella,C_monogyna,CUMO,y,Φf.D,0.2887885490714286,14,0.04722420380649725
Monogynella,C_monogyna,CUMO,y,NPQ,0.5734179022857143,14,0.13440726322446914
Monogynella,C_monogyna,CUMO,y,X1.qP,0.18187096953846155,13,0.028213989126157874
Monogynella,C_monogyna,CUMO,o,Fo,0.037783333333333335,12,0.015286882869924393
Monogynella,C_monogyna,CUMO,o,Fm,0.16963333333333333,12,0.08236785928032998
Monogynella,C_monogyna,CUMO,o,Ft,0.05065833333333333,12,0.023193708329213032
Monogynella,C_monogyna,CUMO,o,Fo.,0.032896561916666664,12,0.013493545624269656
Monogynella,C_monogyna,CUMO,o,Fv.Fm,0.76224925425,12,0.04238188667801018
Monogynella,C_monogyna,CUMO,o,φPSII,0.49757118441666665,12,0.03911944573055361
Monogynella,C_monogyna,CUMO,o,ΦNPQ,0.19611508341666667,12,0.029973223421867704
Monogynella,C_monogyna,CUMO,o,Φf.D,0.3063137321666667,12,0.045159645792631
Monogynella,C_monogyna,CUMO,o,NPQ,0.6631273881666667,12,0.19397382261550558
Monogynella,C_monogyna,CUMO,o,X1.qP,0.24435502125,12,0.06409016431720407
Monogynella,C_monogyna,CUMO,h,Fo,0.06297272727272728,11,0.01152849434306934
Monogynella,C_monogyna,CUMO,h,Fm,0.15478333333333333,12,0.04561927091468997
Monogynella,C_monogyna,CUMO,h,Ft,0.06548333333333334,12,0.011536332593028414
Monogynella,C_monogyna,CUMO,h,Fo.,0.04714009975,12,0.011316071900325235
Monogynella,C_monogyna,CUMO,h,Fv.Fm,0.5676441063333333,9,0.0809533275278927
Monogynella,C_monogyna,CUMO,h,φPSII,0.14013664491666666,12,0.05016963644627636
Monogynella,C_monogyna,CUMO,h,ΦNPQ,0.4402262705555556,9,0.062061596724149494
Monogynella,C_monogyna,CUMO,h,Φf.D,0.41164122610000003,10,0.07201074209810457
Monogynella,C_monogyna,CUMO,h,NPQ,1.083575118818182,11,0.37650006705029976
Monogynella,C_monogyna,CUMO,h,X1.qP,0.6415528798333333,12,0.08531171435352577
Monogynella,C_monogyna,CUMO,f,Fo,0.11644444444444445,9,0.03994562276117094
Monogynella,C_monogyna,CUMO,f,Fm,0.3250416666666667,12,0.10206048526004152
Monogynella,C_monogyna,CUMO,f,Ft,0.1283,8,0.04652544618654551
Monogynella,C_monogyna,CUMO,f,Fo.,0.09140660244444444,9,0.03110377849287864
Monogynella,C_monogyna,CUMO,f,Fv.Fm,0.6285476556153846,13,0.04880152633721403
Monogynella,C_monogyna,CUMO,f,φPSII,0.208080192,12,0.09372742732757475
Monogynella,C_monogyna,CUMO,f,ΦNPQ,0.3254003822307692,13,0.03658727841970835
Monogynella,C_monogyna,CUMO,f,Φf.D,0.4511402086923077,13,0.08347460556514052
Monogynella,C_monogyna,CUMO,f,NPQ,0.7398121696153847,13,0.1335055303595508
Monogynella,C_monogyna,CUMO,f,X1.qP,0.6431667196,10,0.11196385659955332
Monogynella,C_monogyna,CUMO,s,Fo,0.059125,8,0.019193432656584835
Monogynella,C_monogyna,CUMO,s,Fm,0.1644,8,0.057437195514504616
Monogynella,C_monogyna,CUMO,s,Ft,0.0874875,8,0.03141766734543752
Monogynella,C_monogyna,CUMO,s,Fo.,0.048510679125,8,0.01426491979875475
Monogynella,C_monogyna,CUMO,s,Fv.Fm,0.633809634,8,0.045804559915640884
Monogynella,C_monogyna,CUMO,s,φPSQ,0.13873426728571428,7,0.08660474901958493
Monogynella,C_monogyna,CUMO,s,φPSQ,0.32792090314285716,7,0.046820824237652395
Monogynella,C_monogyna,CUMO,s,Φf.D,0.5361000223333333,6,0.0364405621731522
Monogynella,C_monogyna,CUMO,s,NPQ,0.580388472375,8,0.20790355792359652
Monogynella,C_monogyna,CUMO,s,X1.qP,0.6498996242,5,0.15526237157616815
